APVA Transition Context Matrix Study v0.1 - Aggregate
Research only. No trades, entries/exits, optimization, fitting, or machine learning.
Instruments: 6E, CL, NQ

Aggregate Baseline Table
CurrentState | AgeBucket | Horizon | NextState | Count_6E | Prob_6E | Lift_6E | Count_CL | Prob_CL | Lift_CL | Count_NQ | Prob_NQ | Lift_NQ | ValidInstrumentCount | MeanProbability | MeanLift
ContextPath5 | RecoveryResolution->NeutralProcessing->NeutralProcessing->NeutralProcessing->NeutralProcessing+Age4 | t+5 | ReassertionProcessing | 3 | 5.08% | 0.8914 | 1.1304 | -9.62% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.08% | 0.8914 | 1.1304 | -9.62%
ContextPath5 | RecoveryResolution->NeutralProcessing->NeutralProcessing->NeutralProcessing->NeutralProcessing+Age4 | t+5 | RecoveryResolution | 1 | 1.69% | 0.3523 | 1.1304 | -9.62% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.69% | 0.3523 | 1.1304 | -9.62%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+1 | CompressionProcessing | 29 | 53.70% | 2.9181 | 1.1603 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 53.70% | 2.9181 | 1.1603 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+1 | DecayToNeutral | 1 | 1.85% | 0.4394 | 1.1603 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.85% | 0.4394 | 1.1603 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+1 | DestructiveRotation | 1 | 1.85% | 0.6888 | 1.1603 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.85% | 0.6888 | 1.1603 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+1 | ExhaustionPersistence | 4 | 7.41% | 1.3863 | 1.1603 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.41% | 1.3863 | 1.1603 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+1 | NeutralProcessing | 17 | 31.48% | 0.6533 | 1.1603 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 31.48% | 0.6533 | 1.1603 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+1 | RecoveryResolution | 2 | 3.70% | 0.7700 | 1.1603 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.70% | 0.7700 | 1.1603 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+2 | CompressionProcessing | 18 | 33.33% | 1.8112 | 1.3786 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 33.33% | 1.8112 | 1.3786 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+2 | DecayToNeutral | 3 | 5.56% | 1.3182 | 1.3786 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.56% | 1.3182 | 1.3786 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+2 | ExhaustionPersistence | 2 | 3.70% | 0.6931 | 1.3786 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.70% | 0.6931 | 1.3786 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+2 | MixedStructure | 6 | 11.11% | 1.0677 | 1.3786 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 11.11% | 1.0677 | 1.3786 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+2 | NeutralProcessing | 23 | 42.59% | 0.8838 | 1.3786 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 42.59% | 0.8838 | 1.3786 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+2 | RecoveryResolution | 2 | 3.70% | 0.7700 | 1.3786 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.70% | 0.7700 | 1.3786 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | CompressionProcessing | 17 | 31.48% | 1.7105 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 31.48% | 1.7105 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | DestructiveRotation | 2 | 3.70% | 1.3774 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.70% | 1.3774 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | ExhaustionPersistence | 4 | 7.41% | 1.3862 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.41% | 1.3862 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | MixedStructure | 7 | 12.96% | 1.2460 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 12.96% | 1.2460 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | NeutralProcessing | 20 | 37.04% | 0.7685 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 37.04% | 0.7685 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | ReassertionProcessing | 1 | 1.85% | 0.3247 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.85% | 0.3247 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+3 | RecoveryResolution | 3 | 5.56% | 1.1549 | 1.5459 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.56% | 1.1549 | 1.5459 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | CompressionProcessing | 14 | 25.93% | 1.4086 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 25.93% | 1.4086 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | DestructiveRotation | 2 | 3.70% | 1.3774 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.70% | 1.3774 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | ExhaustionPersistence | 5 | 9.26% | 1.7327 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 9.26% | 1.7327 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | MixedStructure | 4 | 7.41% | 0.7122 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.41% | 0.7122 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | NeutralProcessing | 22 | 40.74% | 0.8453 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 40.74% | 0.8453 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | ReassertionProcessing | 3 | 5.56% | 0.9739 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.56% | 0.9739 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing->CompressionProcessing+Age3 | t+5 | RecoveryResolution | 4 | 7.41% | 1.5398 | 1.6044 | 6.38% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.41% | 1.5398 | 1.6044 | 6.38%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | CompressionProcessing | 54 | 45.00% | 2.4451 | 1.5581 | -3.54% | 4 | 33.33% | 2.5552 | 1.5607 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 39.17% | 2.5002 | 1.5594 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | DecayToNeutral | 16 | 13.33% | 3.1637 | 1.5581 | -3.54% | 1 | 8.33% | 2.1707 | 1.5607 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 10.83% | 2.6672 | 1.5594 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | DestructiveRotation | 1 | 0.83% | 0.3099 | 1.5581 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.83% | 0.3099 | 1.5581 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | ExhaustionPersistence | 7 | 5.83% | 1.0917 | 1.5581 | -3.54% | 1 | 8.33% | 1.2704 | 1.5607 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 7.08% | 1.1810 | 1.5594 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | MixedStructure | 12 | 10.00% | 0.9607 | 1.5581 | -3.54% | 1 | 8.33% | 0.7143 | 1.5607 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 9.17% | 0.8375 | 1.5594 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | NeutralProcessing | 24 | 20.00% | 0.4150 | 1.5581 | -3.54% | 4 | 33.33% | 0.6998 | 1.5607 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 26.67% | 0.5574 | 1.5594 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | ReassertionProcessing | 1 | 0.83% | 0.1461 | 1.5581 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.83% | 0.1461 | 1.5581 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+1 | RecoveryResolution | 5 | 4.17% | 0.8662 | 1.5581 | -3.54% | 1 | 8.33% | 1.3974 | 1.5607 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 6.25% | 1.1318 | 1.5594 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | CompressionProcessing | 43 | 35.83% | 1.9470 | 1.7089 | -3.54% | 3 | 25.00% | 1.9157 | 0.9596 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 30.42% | 1.9314 | 1.3343 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | ConstructiveEmergence | 2 | 1.67% | 7.0799 | 1.7089 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.67% | 7.0799 | 1.7089 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | DecayToNeutral | 7 | 5.83% | 1.3841 | 1.7089 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.83% | 1.3841 | 1.7089 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | DestructiveRotation | 2 | 1.67% | 0.6199 | 1.7089 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.67% | 0.6199 | 1.7089 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | ExhaustionPersistence | 6 | 5.00% | 0.9357 | 1.7089 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.00% | 0.9357 | 1.7089 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | MixedStructure | 16 | 13.33% | 1.2813 | 1.7089 | -3.54% | 2 | 16.67% | 1.4327 | 0.9596 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 15.00% | 1.3570 | 1.3343 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | NeutralProcessing | 34 | 28.33% | 0.5879 | 1.7089 | -3.54% | 7 | 58.33% | 1.2242 | 0.9596 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 43.33% | 0.9060 | 1.3343 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | ReassertionProcessing | 4 | 3.33% | 0.5844 | 1.7089 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.33% | 0.5844 | 1.7089 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+2 | RecoveryResolution | 6 | 5.00% | 1.0394 | 1.7089 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.00% | 1.0394 | 1.7089 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | CompressionProcessing | 27 | 22.50% | 1.2225 | 1.7392 | -3.54% | 1 | 8.33% | 0.6383 | 0.8370 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 15.42% | 0.9304 | 1.2881 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | DecayToNeutral | 10 | 8.33% | 1.9772 | 1.7392 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 8.33% | 1.9772 | 1.7392 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | DestructiveRotation | 2 | 1.67% | 0.6198 | 1.7392 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.67% | 0.6198 | 1.7392 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | ExhaustionPersistence | 6 | 5.00% | 0.9357 | 1.7392 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.00% | 0.9357 | 1.7392 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | MixedStructure | 14 | 11.67% | 1.1214 | 1.7392 | -3.54% | 1 | 8.33% | 0.7184 | 0.8370 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 10.00% | 0.9199 | 1.2881 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | NeutralProcessing | 45 | 37.50% | 0.7781 | 1.7392 | -3.54% | 9 | 75.00% | 1.5734 | 0.8370 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 56.25% | 1.1757 | 1.2881 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | ReassertionProcessing | 7 | 5.83% | 1.0227 | 1.7392 | -3.54% | 1 | 8.33% | 1.0793 | 0.8370 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 7.08% | 1.0510 | 1.2881 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+3 | RecoveryResolution | 9 | 7.50% | 1.5591 | 1.7392 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.50% | 1.5591 | 1.7392 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | CompressionProcessing | 21 | 17.50% | 0.9508 | 1.4921 | -3.54% | 1 | 8.33% | 0.6379 | 0.7215 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 12.92% | 0.7943 | 1.1068 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | DecayToNeutral | 6 | 5.00% | 1.1862 | 1.4921 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.00% | 1.1862 | 1.4921 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | DestructiveRotation | 1 | 0.83% | 0.3099 | 1.4921 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.83% | 0.3099 | 1.4921 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | ExhaustionPersistence | 4 | 3.33% | 0.6238 | 1.4921 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.33% | 0.6238 | 1.4921 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | MixedStructure | 11 | 9.17% | 0.8813 | 1.4921 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 9.17% | 0.8813 | 1.4921 | -3.54%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | NeutralProcessing | 63 | 52.50% | 1.0893 | 1.4921 | -3.54% | 9 | 75.00% | 1.5734 | 0.7215 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 63.75% | 1.3314 | 1.1068 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | ReassertionProcessing | 5 | 4.17% | 0.7305 | 1.4921 | -3.54% | 2 | 16.67% | 2.1570 | 0.7215 | -27.27% | 0 | N/A | N/A | N/A | N/A | 2 | 10.42% | 1.4437 | 1.1068 | -15.41%
ContextPath5 | RecoveryResolution->RecoveryResolution->RecoveryResolution->CompressionProcessing->CompressionProcessing+Age2 | t+5 | RecoveryResolution | 9 | 7.50% | 1.5590 | 1.4921 | -3.54% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.50% | 1.5590 | 1.4921 | -3.54%

Aggregate Entropy Comparison Table
ContextType | CurrentState | AgeBucket | Horizon | BaselineEntropy_6E | ContextEntropy_6E | EntropyReduction_6E | BaselineEntropy_CL | ContextEntropy_CL | EntropyReduction_CL | BaselineEntropy_NQ | ContextEntropy_NQ | EntropyReduction_NQ | ValidInstrumentCount | MeanBaselineEntropy | MeanContextEntropy | MeanEntropyReduction
Context1 | CompressionProcessing | 1 | t+1 | 1.1110 | 1.0262 | 0.0848 | 1.1569 | 1.0552 | 0.1017 | 1.1310 | 0.9796 | 0.1515 | 3 | 1.1330 | 1.0203 | 0.1127
Context1 | CompressionProcessing | 1 | t+2 | 1.3785 | 1.2823 | 0.0962 | 1.5171 | 1.3297 | 0.1874 | 1.2798 | 1.1232 | 0.1566 | 3 | 1.3918 | 1.2450 | 0.1468
Context1 | CompressionProcessing | 1 | t+3 | 1.5205 | 1.4674 | 0.0531 | 1.5868 | 1.4610 | 0.1257 | 1.6028 | 1.3247 | 0.2781 | 3 | 1.5700 | 1.4177 | 0.1523
Context1 | CompressionProcessing | 1 | t+5 | 1.6281 | 1.6165 | 0.0117 | 1.7869 | 1.6505 | 0.1364 | 1.5993 | 1.3107 | 0.2887 | 3 | 1.6714 | 1.5259 | 0.1456
Context1 | CompressionProcessing | 2 | t+1 | 1.2356 | 1.2356 | 0.0000 | 1.2870 | 1.2870 | 0.0000 | 1.1075 | 1.1075 | 0.0000 | 3 | 1.2100 | 1.2100 | 0.0000
Context1 | CompressionProcessing | 2 | t+2 | 1.3532 | 1.3532 | 0.0000 | 1.2446 | 1.2446 | 0.0000 | 1.5402 | 1.5402 | 0.0000 | 3 | 1.3793 | 1.3793 | 0.0000
Context1 | CompressionProcessing | 2 | t+3 | 1.5317 | 1.5317 | 0.0000 | 1.5752 | 1.5752 | 0.0000 | 1.6389 | 1.6389 | 0.0000 | 3 | 1.5820 | 1.5820 | 0.0000
Context1 | CompressionProcessing | 2 | t+5 | 1.6134 | 1.6134 | 0.0000 | 1.6274 | 1.6274 | 0.0000 | 1.5546 | 1.5546 | 0.0000 | 3 | 1.5985 | 1.5985 | 0.0000
Context1 | CompressionProcessing | 3 | t+1 | 1.1341 | 1.1341 | 0.0000 | 1.2311 | 1.2311 | 0.0000 | 1.1965 | 1.1965 | 0.0000 | 3 | 1.1872 | 1.1872 | 0.0000
Context1 | CompressionProcessing | 3 | t+2 | 1.4366 | 1.4366 | 0.0000 | 1.6246 | 1.6246 | 0.0000 | 1.5632 | 1.5632 | 0.0000 | 3 | 1.5415 | 1.5415 | 0.0000
Context1 | CompressionProcessing | 3 | t+3 | 1.7254 | 1.7254 | 0.0000 | 1.7279 | 1.7279 | 0.0000 | 1.6397 | 1.6397 | 0.0000 | 3 | 1.6977 | 1.6977 | 0.0000
Context1 | CompressionProcessing | 3 | t+5 | 1.6471 | 1.6471 | 0.0000 | 1.6473 | 1.6473 | 0.0000 | 1.7189 | 1.7189 | 0.0000 | 3 | 1.6711 | 1.6711 | 0.0000
Context1 | CompressionProcessing | 4 | t+1 | 1.3071 | 1.3071 | 0.0000 | 1.2438 | 1.2438 | 0.0000 | 1.6581 | 1.6581 | 0.0000 | 3 | 1.4030 | 1.4030 | 0.0000
Context1 | CompressionProcessing | 4 | t+2 | 1.6954 | 1.6954 | 0.0000 | 1.5905 | 1.5905 | 0.0000 | 1.6188 | 1.6188 | 0.0000 | 3 | 1.6349 | 1.6349 | 0.0000
Context1 | CompressionProcessing | 4 | t+3 | 1.6945 | 1.6945 | 0.0000 | 1.6919 | 1.6919 | 0.0000 | 1.4750 | 1.4750 | 0.0000 | 3 | 1.6205 | 1.6205 | 0.0000
Context1 | CompressionProcessing | 4 | t+5 | 1.6196 | 1.6196 | 0.0000 | 1.7035 | 1.7035 | 0.0000 | 1.3006 | 1.3006 | 0.0000 | 3 | 1.5412 | 1.5412 | 0.0000
Context1 | CompressionProcessing | 5 | t+1 | 1.5435 | 1.5435 | 0.0000 | 1.3522 | 1.3522 | 0.0000 | 1.2555 | 1.2555 | 0.0000 | 2 | 1.4478 | 1.4478 | 0.0000
Context1 | CompressionProcessing | 5 | t+2 | 1.6236 | 1.6236 | 0.0000 | 1.7046 | 1.7046 | 0.0000 | 1.2555 | 1.2555 | 0.0000 | 2 | 1.6641 | 1.6641 | 0.0000
Context1 | CompressionProcessing | 5 | t+3 | 1.7334 | 1.7334 | 0.0000 | 1.8637 | 1.8637 | 0.0000 | 1.2130 | 1.2130 | 0.0000 | 2 | 1.7985 | 1.7985 | 0.0000
Context1 | CompressionProcessing | 5 | t+5 | 1.6308 | 1.6308 | 0.0000 | 1.8637 | 1.8637 | 0.0000 | 0.9003 | 0.9003 | 0.0000 | 2 | 1.7473 | 1.7473 | 0.0000
Context1 | CompressionProcessing | 6-10 | t+1 | 1.4301 | 1.4301 | 0.0000 | 1.2425 | 1.2425 | 0.0000 | 0.8487 | 0.8487 | 0.0000 | 1 | 1.4301 | 1.4301 | 0.0000
Context1 | CompressionProcessing | 6-10 | t+2 | 1.6054 | 1.6054 | 0.0000 | 1.0986 | 1.0986 | 0.0000 | 1.2149 | 1.2149 | 0.0000 | 1 | 1.6054 | 1.6054 | 0.0000
Context1 | CompressionProcessing | 6-10 | t+3 | 1.7004 | 1.7004 | 0.0000 | 1.5607 | 1.5607 | 0.0000 | 0.9369 | 0.9369 | 0.0000 | 1 | 1.7004 | 1.7004 | 0.0000
Context1 | CompressionProcessing | 6-10 | t+5 | 1.7193 | 1.7193 | 0.0000 | 0.8676 | 0.8676 | 0.0000 | -0.0000 | 0.0000 | -0.0000 | 1 | 1.7193 | 1.7193 | 0.0000
Context1 | CompressionProcessing | 11-20 | t+1 | 1.0549 | 1.0549 | 0.0000 | N/A | N/A | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A
Context1 | CompressionProcessing | 11-20 | t+2 | 0.5004 | 0.5004 | 0.0000 | N/A | N/A | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A
Context1 | CompressionProcessing | 11-20 | t+3 | 1.3322 | 1.3322 | 0.0000 | N/A | N/A | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A
