APVA Junction Audit Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Junction Candidate Table
CurrentNode | Count | BaseDominantNextNode | BaseDominantProbability | PreviousNodeGain | BranchEntropy | ReplicationCount
RecoveryResolution_Age1 | 1219 | CompressionProcessing_Age1 | 55.70% | 32.57% | 0.9484 | 3
ReassertionProcessing_Age1 | 2080 | NeutralProcessing_Age1 | 40.58% | 15.14% | 1.3785 | 3
DestructiveRotation_Age1 | 970 | DecayToNeutral_Age1 | 29.48% | 14.43% | 1.8058 | 3
MixedStructure_Age1 | 3726 | NeutralProcessing_Age1 | 37.55% | 8.29% | 1.7596 | 3
ConstructiveEmergence_Age1 | 109 | MixedStructure_Age1 | 48.62% | 5.50% | 1.1479 | 3
ExhaustionPersistence_Age1 | 1264 | ExhaustionPersistence_Age2 | 28.01% | 5.46% | 1.6768 | 3
ExhaustionPersistence_Age6-10 | 38 | ExhaustionPersistence_Age6-10 | 39.47% | 5.26% | 1.4974 | 3
CompressionProcessing_Age1 | 3194 | CompressionProcessing_Age2 | 56.42% | 5.10% | 1.1164 | 3

Aggregate Base Branch Profile Table
CurrentNode | NextNode | Count | Probability | Rank
CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1802 | 56.42% | 1
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 973 | 30.46% | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 198 | 6.20% | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 144 | 4.51% | 4
CompressionProcessing_Age1 | MixedStructure_Age1 | 32 | 1.00% | 5
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 22 | 0.69% | 6
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 19 | 0.59% | 7
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 4 | 0.13% | 8
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53 | 48.62% | 1
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 35 | 32.11% | 2
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 15 | 13.76% | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 6 | 5.50% | 4
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 286 | 29.48% | 1
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 269 | 27.73% | 2
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 123 | 12.68% | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 108 | 11.13% | 4
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 59 | 6.08% | 5
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 49 | 5.05% | 6
DestructiveRotation_Age1 | MixedStructure_Age1 | 45 | 4.64% | 7
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 28 | 2.89% | 8
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 3 | 0.31% | 9
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 354 | 28.01% | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 274 | 21.68% | 2
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 246 | 19.46% | 3
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 181 | 14.32% | 4
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 155 | 12.26% | 5
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 54 | 4.27% | 6
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 15 | 39.47% | 1
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 10 | 26.32% | 2
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 6 | 15.79% | 3
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 4 | 10.53% | 4
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 5.26% | 5
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 1 | 2.63% | 6
MixedStructure_Age1 | NeutralProcessing_Age1 | 1399 | 37.55% | 1
MixedStructure_Age1 | DecayToNeutral_Age1 | 741 | 19.89% | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 462 | 12.40% | 3
MixedStructure_Age1 | MixedStructure_Age2 | 410 | 11.00% | 4
MixedStructure_Age1 | RecoveryResolution_Age1 | 344 | 9.23% | 5
MixedStructure_Age1 | ReassertionProcessing_Age1 | 174 | 4.67% | 6
MixedStructure_Age1 | CompressionProcessing_Age1 | 100 | 2.68% | 7
MixedStructure_Age1 | DestructiveRotation_Age1 | 72 | 1.93% | 8
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 24 | 0.64% | 9
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 844 | 40.58% | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | 673 | 32.36% | 2
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 300 | 14.42% | 3
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 145 | 6.97% | 4
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 105 | 5.05% | 5
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 13 | 0.62% | 6
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 679 | 55.70% | 1
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 390 | 31.99% | 2
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 150 | 12.31% | 3

Aggregate Conditional Branch Table
PreviousNode | CurrentNode | NextNode | Count | ConditionalProbability | BaseProbability | ProbabilityDelta | DominantBranchChanged
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 4.55% | 6.97% | -2.43% | True
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 1 | 1.52% | 0.62% | 0.89% | True
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 137 | 42.95% | 40.58% | 2.37% | False
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 107 | 33.54% | 32.36% | 1.19% | False
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 58 | 18.18% | 14.42% | 3.76% | False
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 12 | 3.76% | 5.05% | -1.29% | False
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 3 | 0.94% | 6.97% | -6.03% | False
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 2 | 0.63% | 0.62% | 0.00% | False
CompressionProcessing_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 117 | 81.25% | 55.70% | 25.55% | False
CompressionProcessing_Age1 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 27 | 18.75% | 12.31% | 6.44% | False
CompressionProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 1 | 100.00% | 55.70% | 44.30% | False
CompressionProcessing_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 82 | 100.00% | 55.70% | 44.30% | False
CompressionProcessing_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 37 | 100.00% | 55.70% | 44.30% | False
CompressionProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 24 | 100.00% | 55.70% | 44.30% | False
CompressionProcessing_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 12 | 100.00% | 55.70% | 44.30% | False
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 14 | 100.00% | 55.70% | 44.30% | False
DestructiveRotation_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 40 | 81.63% | 55.70% | 25.93% | False
DestructiveRotation_Age1 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 9 | 18.37% | 12.31% | 6.06% | False
DestructiveRotation_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 8 | 100.00% | 55.70% | 44.30% | False
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 274 | 100.00% | 31.99% | 68.01% | True
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 81 | 100.00% | 31.99% | 68.01% | True
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 18 | 100.00% | 31.99% | 68.01% | True
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 10 | 76.92% | 31.99% | 44.93% | True
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 3 | 23.08% | 55.70% | -32.62% | True
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 3 | 75.00% | 31.99% | 43.01% | True
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 1 | 25.00% | 55.70% | -30.70% | True
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 4 | 100.00% | 31.99% | 68.01% | True
MixedStructure_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 270 | 78.49% | 55.70% | 22.79% | False
MixedStructure_Age1 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 74 | 21.51% | 12.31% | 9.21% | False
MixedStructure_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 34 | 100.00% | 55.70% | 44.30% | False
MixedStructure_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 6 | 100.00% | 55.70% | 44.30% | False
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 5 | 55.56% | 55.70% | -0.15% | False
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 4 | 44.44% | 12.31% | 32.14% | False
NeutralProcessing_Age4 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 15 | 71.43% | 12.31% | 59.12% | True
NeutralProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 6 | 28.57% | 55.70% | -27.13% | True
NeutralProcessing_Age5 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 8 | 57.14% | 12.31% | 44.84% | True
NeutralProcessing_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 6 | 42.86% | 55.70% | -12.84% | True
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 13 | 50.00% | 55.70% | -5.70% | False
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 13 | 50.00% | 12.31% | 37.69% | False

Aggregate Junction Strength Table
PreviousNode | CurrentNode | MaxAbsoluteDelta | MeanAbsoluteDelta | EntropyReduction | BranchConcentrationChange | JunctionStrength
MixedStructure_Age4 | DestructiveRotation_Age1 | 87.32% | 87.32% | 0.2619 | 87.32% | 0.8646
CompressionProcessing_Age11-20 | ExhaustionPersistence_Age1 | 87.74% | 87.74% | 0.2573 | 87.74% | 0.8642
START | MixedStructure_Age1 | 89.00% | 89.00% | 0.2428 | 89.00% | 0.8625
DestructiveRotation_Age3 | MixedStructure_Age1 | 80.11% | 80.11% | 0.3212 | 80.11% | 0.8607
NeutralProcessing_Age21+ | ExhaustionPersistence_Age1 | 78.32% | 78.32% | 0.3314 | 78.32% | 0.8570
CompressionProcessing_Age2 | ConstructiveEmergence_Age1 | 94.50% | 94.50% | 0.1596 | 94.50% | 0.8433
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 69.54% | 69.54% | 0.3621 | 69.54% | 0.8279
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 68.01% | 68.01% | 0.3646 | 68.01% | 0.8211
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | 68.01% | 68.01% | 0.3646 | 68.01% | 0.8211
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | 68.01% | 68.01% | 0.3646 | 68.01% | 0.8211
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 68.01% | 68.01% | 0.3646 | 68.01% | 0.8211
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | 67.64% | 67.64% | 0.3651 | 67.64% | 0.8195
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | 76.36% | 46.03% | 0.1002 | 41.28% | 0.6186
MixedStructure_Age2 | ReassertionProcessing_Age1 | 47.64% | 16.09% | 0.1822 | 47.07% | 0.6039
ExhaustionPersistence_Age4 | DestructiveRotation_Age1 | 70.52% | 70.52% | 0.3601 | 70.52% | 0.5820
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 70.52% | 70.52% | 0.3601 | 70.52% | 0.5820
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | 44.93% | 38.78% | 0.1504 | 30.14% | 0.5331
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | 43.01% | 36.85% | 0.1282 | 26.29% | 0.5048
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 36.44% | 29.88% | 0.4277 | 59.76% | 0.5005
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | 44.54% | 37.98% | 0.1227 | 24.05% | 0.4997
MixedStructure_Age1 | ReassertionProcessing_Age1 | 28.51% | 12.01% | 0.1122 | 37.18% | 0.4848
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | 59.70% | 39.30% | -0.1716 | 25.88% | 0.4740
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 51.38% | 51.38% | 0.3506 | 51.38% | 0.4738
MixedStructure_Age3 | ConstructiveEmergence_Age1 | 51.38% | 51.38% | 0.3506 | 51.38% | 0.4738
NeutralProcessing_Age2 | DestructiveRotation_Age1 | 31.84% | 10.59% | 0.1450 | 18.99% | 0.4649
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | 18.16% | 7.54% | 0.1294 | 28.38% | 0.4435
NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | 42.82% | 16.55% | -0.0111 | 27.00% | 0.4312
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | 34.56% | 24.92% | 0.0789 | 16.82% | 0.4279
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | 34.56% | 22.19% | 0.0263 | 27.93% | 0.4266
CompressionProcessing_Age2 | MixedStructure_Age1 | 33.00% | 9.39% | 0.0671 | 18.70% | 0.4218
CompressionProcessing_Age11-20 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
CompressionProcessing_Age2 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
CompressionProcessing_Age3 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
CompressionProcessing_Age4 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
CompressionProcessing_Age5 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
DestructiveRotation_Age2 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
MixedStructure_Age2 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
MixedStructure_Age3 | RecoveryResolution_Age1 | 44.30% | 44.30% | 0.3259 | 44.30% | 0.4215
MixedStructure_Age3 | ExhaustionPersistence_Age1 | 43.04% | 29.43% | -0.0116 | 22.78% | 0.4206
DecayToNeutral_Age1 | CompressionProcessing_Age1 | 43.58% | 43.58% | 0.3229 | 43.58% | 0.4159
DestructiveRotation_Age2 | CompressionProcessing_Age1 | 43.58% | 43.58% | 0.3229 | 43.58% | 0.4159
DestructiveRotation_Age3 | CompressionProcessing_Age1 | 43.58% | 43.58% | 0.3229 | 43.58% | 0.4159
MixedStructure_Age2 | CompressionProcessing_Age1 | 43.58% | 43.58% | 0.3229 | 43.58% | 0.4159
ReassertionProcessing_Age2 | CompressionProcessing_Age1 | 43.58% | 43.58% | 0.3229 | 43.58% | 0.4159
ReassertionProcessing_Age3 | CompressionProcessing_Age1 | 43.58% | 43.58% | 0.3229 | 43.58% | 0.4159
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | 39.85% | 16.78% | -0.0393 | 22.84% | 0.4121
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | 35.54% | 14.74% | 0.0318 | 18.67% | 0.4080
NeutralProcessing_Age4 | RecoveryResolution_Age1 | 59.12% | 43.13% | -0.0145 | -0.54% | 0.4040
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 19.05% | 7.73% | 0.1695 | -5.32% | 0.3943
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | 31.01% | 11.01% | 0.2835 | 50.87% | 0.3780
DestructiveRotation_Age2 | MixedStructure_Age1 | 40.11% | 35.44% | -0.1319 | 9.35% | 0.3771
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 43.88% | 13.35% | -0.1837 | 4.10% | 0.3735
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | 47.11% | 33.81% | -0.2307 | -26.60% | 0.3714
MixedStructure_Age3 | DestructiveRotation_Age1 | 47.11% | 33.81% | -0.2307 | -26.60% | 0.3714
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | 30.54% | 11.35% | 0.2898 | 47.17% | 0.3706
NeutralProcessing_Age4 | CompressionProcessing_Age1 | 37.19% | 19.20% | -0.1904 | 8.66% | 0.3674
CompressionProcessing_Age4 | DestructiveRotation_Age1 | 27.32% | 14.61% | -0.1842 | 18.25% | 0.3660
NeutralProcessing_Age5 | RecoveryResolution_Age1 | 44.84% | 28.84% | -0.0992 | -29.11% | 0.3652
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | 16.13% | 6.01% | 0.0938 | 8.45% | 0.3645
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 13.92% | 6.84% | 0.0610 | 17.56% | 0.3634
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | 43.03% | 18.54% | -0.3099 | -8.72% | 0.3603
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | 34.31% | 30.34% | -0.0857 | 7.95% | 0.3577
MixedStructure_Age2 | ExhaustionPersistence_Age1 | 30.54% | 13.14% | -0.0098 | 11.06% | 0.3557
DecayToNeutral_Age1 | MixedStructure_Age1 | 26.17% | 5.99% | -0.1374 | 14.47% | 0.3528
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | 36.24% | 18.81% | -0.0696 | -34.86% | 0.3419
CompressionProcessing_Age4 | MixedStructure_Age1 | 29.21% | 11.08% | 0.0170 | 3.17% | 0.3411
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | 25.17% | 12.41% | -0.1897 | 10.75% | 0.3403
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | 35.13% | 18.01% | -0.1251 | -12.67% | 0.3389
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | 28.82% | 9.09% | -0.0430 | 5.44% | 0.3361
CompressionProcessing_Age5 | MixedStructure_Age1 | 23.26% | 10.61% | -0.0204 | 10.91% | 0.3355
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | 17.22% | 6.00% | -0.0244 | 14.98% | 0.3299
CompressionProcessing_Age6-10 | MixedStructure_Age1 | 21.29% | 9.90% | -0.2444 | 10.16% | 0.3282
MixedStructure_Age4 | ExhaustionPersistence_Age1 | 30.54% | 26.27% | -0.0182 | -8.54% | 0.3264
NeutralProcessing_Age3 | CompressionProcessing_Age1 | 30.53% | 11.78% | -0.2306 | -0.95% | 0.3264
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | 39.42% | 16.96% | 0.1959 | 41.85% | 0.3258
NeutralProcessing_Age2 | CompressionProcessing_Age1 | 28.00% | 9.47% | -0.1084 | 1.14% | 0.3225
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | 6.77% | 4.49% | 0.0950 | -3.87% | 0.3175
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | 21.60% | 7.63% | 0.0256 | -0.82% | 0.3171
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | 26.36% | 15.42% | -0.2686 | -17.93% | 0.3151
CompressionProcessing_Age5 | DestructiveRotation_Age1 | 12.27% | 4.10% | -0.0261 | 8.25% | 0.2986
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 19.47% | 8.32% | -0.0881 | -6.49% | 0.2964
CompressionProcessing_Age4 | ExhaustionPersistence_Age1 | 14.75% | 5.25% | -0.0379 | 4.20% | 0.2947
NeutralProcessing_Age1 | DestructiveRotation_Age1 | 6.84% | 4.19% | -0.0965 | 7.68% | 0.2824
CompressionProcessing_Age5 | ExhaustionPersistence_Age1 | 13.82% | 7.11% | -0.1510 | -6.33% | 0.2811
NeutralProcessing_Age1 | MixedStructure_Age1 | 13.17% | 4.18% | -0.0467 | -11.66% | 0.2793
NeutralProcessing_Age3 | MixedStructure_Age1 | 29.59% | 5.56% | 0.2094 | 31.19% | 0.2787
MixedStructure_Age1 | CompressionProcessing_Age1 | 24.58% | 18.02% | 0.1988 | 36.05% | 0.2718
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 8.03% | 3.70% | -0.1138 | -3.73% | 0.2653
NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | 26.38% | 16.74% | 0.1530 | 33.49% | 0.2432
RecoveryResolution_Age4 | CompressionProcessing_Age1 | 21.37% | 11.29% | 0.1116 | 37.68% | 0.2164
ReassertionProcessing_Age1 | MixedStructure_Age1 | 14.76% | 6.65% | 0.1969 | 17.41% | 0.1947
DecayToNeutral_Age1 | DestructiveRotation_Age1 | 31.63% | 6.58% | 0.0595 | 29.72% | 0.1928
CompressionProcessing_Age2 | DestructiveRotation_Age1 | 23.85% | 11.29% | 0.0776 | 31.58% | 0.1872
NeutralProcessing_Age2 | MixedStructure_Age1 | 22.79% | 3.64% | 0.1277 | 21.25% | 0.1862
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | 26.09% | 13.53% | 0.0946 | 25.11% | 0.1861
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 25.93% | 16.00% | 0.1068 | 19.87% | 0.1789
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 25.55% | 16.00% | 0.1012 | 19.10% | 0.1726
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 16.92% | 10.36% | 0.1051 | 20.71% | 0.1557
ExhaustionPersistence_Age4 | CompressionProcessing_Age1 | 17.96% | 9.58% | 0.0464 | 30.30% | 0.1495
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age6-10 | 12.70% | 4.81% | 0.1288 | 17.28% | 0.1490
MixedStructure_Age2 | DestructiveRotation_Age1 | 37.18% | 28.92% | -0.0146 | 16.53% | 0.1382
MixedStructure_Age1 | RecoveryResolution_Age1 | 22.79% | 16.00% | 0.0631 | 13.58% | 0.1282
CompressionProcessing_Age1 | MixedStructure_Age1 | 21.83% | 8.58% | 0.0565 | 15.48% | 0.1267
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 22.58% | 12.83% | -0.0464 | 21.21% | 0.1109
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | 37.69% | 21.70% | -0.1094 | -43.40% | 0.0958
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | 6.03% | 2.44% | 0.1401 | 1.18% | 0.0949
NeutralProcessing_Age4 | MixedStructure_Age1 | 20.79% | 6.09% | -0.0352 | 16.52% | 0.0937
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 27.92% | 18.32% | -0.2023 | 9.12% | 0.0934
RecoveryResolution_Age3 | CompressionProcessing_Age1 | 7.54% | 3.17% | 0.0609 | 12.12% | 0.0816
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | 32.14% | 16.14% | -0.1032 | -32.29% | 0.0808
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 10.73% | 5.97% | 0.0019 | 19.11% | 0.0743
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 26.77% | 13.49% | -0.0278 | 2.79% | 0.0736
RecoveryResolution_Age6-10 | CompressionProcessing_Age1 | 28.82% | 18.26% | -0.2739 | -25.95% | 0.0718
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 10.25% | 6.56% | 0.0485 | 7.38% | 0.0692
RecoveryResolution_Age3 | ExhaustionPersistence_Age1 | 22.02% | 13.80% | -0.1015 | 5.10% | 0.0668
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | 23.93% | 18.25% | -0.3320 | -4.06% | 0.0585
CompressionProcessing_Age3 | MixedStructure_Age1 | 23.11% | 8.47% | -0.0411 | -0.99% | 0.0562
NeutralProcessing_Age11-20 | ConstructiveEmergence_Age1 | 17.89% | 9.63% | 0.0222 | -16.51% | 0.0551
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | 17.89% | 9.63% | 0.0222 | -16.51% | 0.0551
NeutralProcessing_Age11-20 | MixedStructure_Age1 | 5.40% | 2.61% | 0.0790 | -1.57% | 0.0543
CompressionProcessing_Age3 | DestructiveRotation_Age1 | 22.20% | 15.57% | -0.2322 | -16.80% | 0.0538
NeutralProcessing_Age11-20 | CompressionProcessing_Age1 | 8.46% | 3.87% | -0.0578 | 12.05% | 0.0484
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 19.57% | 9.79% | -0.0423 | -8.18% | 0.0467
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 14.04% | 9.63% | 0.0252 | -8.82% | 0.0464
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | 19.01% | 13.21% | -0.2099 | -6.33% | 0.0451
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | 17.87% | 8.90% | -0.0522 | -2.22% | 0.0420
MixedStructure_Age1 | DestructiveRotation_Age1 | 16.49% | 4.99% | -0.1008 | -0.36% | 0.0383
NeutralProcessing_Age21+ | MixedStructure_Age1 | 16.17% | 7.59% | -0.0863 | -3.37% | 0.0374
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age1 | 9.49% | 4.65% | -0.0571 | 6.17% | 0.0356
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 13.84% | 9.99% | -0.3589 | -25.31% | 0.0311
NeutralProcessing_Age6-10 | ConstructiveEmergence_Age1 | 13.34% | 6.70% | -0.0598 | -16.51% | 0.0297
ExhaustionPersistence_Age5 | CompressionProcessing_Age1 | 11.97% | 6.59% | -0.2178 | -14.84% | 0.0260
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 11.64% | 4.42% | -0.0087 | -8.23% | 0.0251
NeutralProcessing_Age1 | ConstructiveEmergence_Age1 | 3.23% | 2.57% | 0.0100 | 5.71% | 0.0233
NeutralProcessing_Age1 | CompressionProcessing_Age1 | 2.38% | 0.83% | 0.0128 | 4.34% | 0.0190
DestructiveRotation_Age1 | MixedStructure_Age1 | 8.66% | 3.83% | -0.1947 | -8.77% | 0.0170
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 8.32% | 4.83% | -0.0991 | -4.48% | 0.0161
NeutralProcessing_Age6-10 | MixedStructure_Age1 | 6.44% | 3.08% | -0.0208 | -7.82% | 0.0110
NeutralProcessing_Age6-10 | CompressionProcessing_Age1 | 5.84% | 2.29% | -0.0149 | -10.89% | 0.0094
NeutralProcessing_Age5 | CompressionProcessing_Age1 | 3.96% | 3.20% | 0.0022 | -6.28% | 0.0056
NeutralProcessing_Age5 | MixedStructure_Age1 | 3.71% | 1.86% | -0.0939 | -5.30% | 0.0036

