APVA Path Motif Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Motif Table
PreviousNode | CurrentNode | NextNode | Count | Probability | ReplicationCount
ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 41.38% | 57.14% | 33.33% | 43.95% | 9.89%
ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 38.99% | 47.06% | 36.36% | 40.80% | 4.55%
ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 56.88% | 47.06% | 63.64% | 55.86% | 6.81%
ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 60.42% | 50.00% | 25.00% | 45.14% | 14.86%
ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 29.17% | 50.00% | 50.00% | 43.06% | 9.82%
ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 | 76.97% | 67.74% | 73.68% | 72.80% | 3.82%
ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 | 22.04% | 29.03% | 26.32% | 25.80% | 2.88%
ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 43.90% | 36.36% | 16.67% | 32.31% | 11.48%
ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 43.90% | 63.64% | 66.67% | 58.07% | 10.09%
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 | 61.11% | 76.19% | 78.57% | 71.96% | 7.73%
ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 | 30.34% | 23.81% | 21.43% | 25.19% | 3.77%
ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 | 9.79% | 6.25% | 9.09% | 8.38% | 1.53%
ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DestructiveRotation_Age1 | 3.50% | 12.50% | 18.18% | 11.39% | 6.05%
ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 | 40.56% | 50.00% | 54.55% | 48.37% | 5.83%
ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> NeutralProcessing_Age1 | 16.08% | 18.75% | 9.09% | 14.64% | 4.07%
ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> RecoveryResolution_Age1 | 7.69% | 6.25% | 9.09% | 7.68% | 1.16%
ExhaustionPersistence_Age3 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 38.03% | 40.00% | 100.00% | 59.34% | 28.76%
ExhaustionPersistence_Age4 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 64.29% | 100.00% | 100.00% | 88.10% | 16.84%
ExhaustionPersistence_Age4 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> CompressionProcessing_Age1 | 12.07% | 12.50% | 16.67% | 13.75% | 2.07%
ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> ExhaustionPersistence_Age6-10 | 31.03% | 12.50% | 66.67% | 36.73% | 22.48%
ExhaustionPersistence_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 73.91% | 100.00% | 100.00% | 91.30% | 12.30%
ExhaustionPersistence_Age4 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 9.09% | 100.00% | 100.00% | 69.70% | 42.85%
ExhaustionPersistence_Age5 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 | 50.00% | 100.00% | 50.00% | 66.67% | 23.57%
MixedStructure_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 82.42% | 80.00% | 50.00% | 70.81% | 14.75%
MixedStructure_Age1 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 17.58% | 20.00% | 50.00% | 29.19% | 14.75%
MixedStructure_Age1 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 35.00% | 66.67% | 100.00% | 67.22% | 26.54%
MixedStructure_Age1 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | 38.37% | 34.09% | 40.00% | 37.49% | 2.49%
MixedStructure_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 54.23% | 63.64% | 60.00% | 59.29% | 3.87%
MixedStructure_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 31.34% | 33.33% | 50.00% | 38.23% | 8.37%
MixedStructure_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 28.36% | 33.33% | 50.00% | 37.23% | 9.26%
MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 27.07% | 33.33% | 25.00% | 28.47% | 3.54%
MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 | 7.02% | 5.13% | 16.67% | 9.60% | 5.05%
MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 | 24.56% | 23.08% | 33.33% | 26.99% | 4.53%
MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 | 18.30% | 5.13% | 12.50% | 11.97% | 5.39%
MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 23.06% | 33.33% | 12.50% | 22.96% | 8.51%
MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 29.86% | 28.57% | 25.93% | 28.12% | 1.64%
MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 | 11.83% | 17.86% | 14.81% | 14.83% | 2.46%
MixedStructure_Age1 -> MixedStructure_Age2 -> NeutralProcessing_Age1 | 31.27% | 25.00% | 33.33% | 29.87% | 3.54%
MixedStructure_Age1 -> MixedStructure_Age2 -> RecoveryResolution_Age1 | 7.32% | 14.29% | 14.81% | 12.14% | 3.41%
MixedStructure_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 5.58% | 2.61% | 4.62% | 4.27% | 1.24%
MixedStructure_Age1 -> NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 | 0.16% | 0.87% | 1.54% | 0.86% | 0.56%
MixedStructure_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 24.12% | 15.65% | 16.92% | 18.90% | 3.73%
MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 58.49% | 68.70% | 53.85% | 60.34% | 6.20%
MixedStructure_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 11.65% | 12.17% | 23.08% | 15.63% | 5.27%
MixedStructure_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 61.11% | 41.18% | 53.85% | 52.04% | 8.24%
MixedStructure_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 12.50% | 11.76% | 7.69% | 10.65% | 2.11%
MixedStructure_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | 9.72% | 23.53% | 38.46% | 23.90% | 11.74%
MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 79.15% | 76.00% | 66.67% | 73.94% | 5.30%
MixedStructure_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 | 20.85% | 24.00% | 33.33% | 26.06% | 5.30%
MixedStructure_Age2 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | 33.96% | 25.00% | 14.29% | 24.42% | 8.04%
MixedStructure_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 55.66% | 75.00% | 85.71% | 72.12% | 12.44%
MixedStructure_Age2 -> MixedStructure_Age3 -> MixedStructure_Age4 | 19.05% | 40.00% | 50.00% | 36.35% | 12.90%
MixedStructure_Age2 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 23.42% | 57.14% | 55.56% | 45.37% | 15.53%
MixedStructure_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 60.36% | 14.29% | 33.33% | 35.99% | 18.90%
MixedStructure_Age2 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 8.11% | 28.57% | 11.11% | 15.93% | 9.02%
MixedStructure_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 100.00% | 100.00% | 100.00% | 100.00% | 0.00%
MixedStructure_Age3 -> MixedStructure_Age4 -> NeutralProcessing_Age1 | 25.00% | 100.00% | 50.00% | 58.33% | 31.18%
MixedStructure_Age4 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 50.00% | 50.00% | 100.00% | 66.67% | 23.57%
NeutralProcessing_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 59.16% | 37.78% | 71.43% | 56.12% | 13.90%
NeutralProcessing_Age1 -> CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 | 6.47% | 13.33% | 4.76% | 8.19% | 3.70%
NeutralProcessing_Age1 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 28.14% | 31.11% | 19.05% | 26.10% | 5.13%
NeutralProcessing_Age1 -> CompressionProcessing_Age1 -> RecoveryResolution_Age1 | 4.31% | 13.33% | 4.76% | 7.47% | 4.15%
NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 | 5.00% | 33.33% | 25.00% | 21.11% | 11.89%
NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 55.00% | 33.33% | 50.00% | 46.11% | 9.26%
NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 | 30.00% | 33.33% | 25.00% | 29.44% | 3.42%
NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 22.78% | 20.00% | 23.08% | 21.95% | 1.39%
NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 8.86% | 13.33% | 7.69% | 9.96% | 2.43%
NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 | 17.30% | 13.33% | 23.08% | 17.90% | 4.00%
NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 30.80% | 53.33% | 30.77% | 38.30% | 10.63%
NeutralProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 33.96% | 25.76% | 25.64% | 28.45% | 3.90%
NeutralProcessing_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 3.20% | 1.52% | 2.56% | 2.42% | 0.69%
NeutralProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 14.20% | 30.30% | 12.82% | 19.11% | 7.94%
NeutralProcessing_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 | 7.34% | 6.06% | 17.95% | 10.45% | 5.33%
NeutralProcessing_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 26.86% | 28.79% | 28.21% | 27.95% | 0.81%
NeutralProcessing_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 11.48% | 6.06% | 12.82% | 10.12% | 2.92%
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 13.26% | 9.49% | 2.86% | 8.53% | 4.30%
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> DestructiveRotation_Age1 | 1.25% | 1.98% | 1.14% | 1.46% | 0.37%
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 17.88% | 21.34% | 14.86% | 18.03% | 2.65%
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 54.73% | 55.34% | 64.00% | 58.02% | 4.24%
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 | 12.67% | 11.86% | 16.00% | 13.51% | 1.79%
NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 6.04% | 4.76% | 4.44% | 5.08% | 0.69%
NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 9.81% | 11.11% | 6.67% | 9.20% | 1.87%
NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 46.79% | 50.79% | 37.78% | 45.12% | 5.44%
NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 23.58% | 17.46% | 28.89% | 23.31% | 4.67%
NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | 12.83% | 15.87% | 20.00% | 16.23% | 2.94%
NeutralProcessing_Age11-20 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 58.70% | 50.00% | 100.00% | 69.57% | 21.81%
NeutralProcessing_Age11-20 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 24.05% | 50.00% | 25.00% | 33.02% | 12.02%
NeutralProcessing_Age11-20 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 41.77% | 50.00% | 25.00% | 38.92% | 10.40%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> CompressionProcessing_Age1 | 5.07% | 10.53% | 8.00% | 7.87% | 2.23%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> MixedStructure_Age1 | 9.55% | 15.79% | 8.00% | 11.11% | 3.37%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 73.28% | 57.89% | 64.00% | 65.06% | 6.33%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> ReassertionProcessing_Age1 | 7.16% | 15.79% | 16.00% | 12.98% | 4.12%
NeutralProcessing_Age11-20 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 37.70% | 50.00% | 50.00% | 45.90% | 5.80%
NeutralProcessing_Age11-20 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | 19.67% | 25.00% | 25.00% | 23.22% | 2.51%
NeutralProcessing_Age2 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 28.94% | 20.83% | 20.00% | 23.26% | 4.03%
NeutralProcessing_Age2 -> CompressionProcessing_Age1 -> ExhaustionPersistence_Age1 | 6.35% | 12.50% | 20.00% | 12.95% | 5.58%
NeutralProcessing_Age2 -> CompressionProcessing_Age1 -> MixedStructure_Age1 | 2.12% | 4.17% | 20.00% | 8.76% | 7.99%
NeutralProcessing_Age2 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 55.53% | 58.33% | 40.00% | 51.29% | 8.06%
NeutralProcessing_Age2 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 60.00% | 60.00% | 50.00% | 56.67% | 4.71%
NeutralProcessing_Age2 -> MixedStructure_Age1 -> MixedStructure_Age2 | 8.03% | 11.11% | 11.54% | 10.23% | 1.56%
NeutralProcessing_Age2 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 59.86% | 66.67% | 57.69% | 61.41% | 3.82%
NeutralProcessing_Age2 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 9.25% | 11.11% | 7.69% | 9.35% | 1.40%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 5.82% | 3.57% | 4.46% | 4.62% | 0.92%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 | 10.95% | 10.71% | 5.36% | 9.01% | 2.58%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 74.80% | 75.71% | 74.11% | 74.87% | 0.66%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 | 8.21% | 10.00% | 16.07% | 11.43% | 3.36%
NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 7.88% | 13.33% | 3.57% | 8.26% | 3.99%
NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 71.43% | 63.33% | 75.00% | 69.92% | 4.88%
NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | 15.02% | 20.00% | 21.43% | 18.82% | 2.74%
NeutralProcessing_Age3 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 51.96% | 40.00% | 40.00% | 43.99% | 5.64%
NeutralProcessing_Age3 -> CompressionProcessing_Age1 -> RecoveryResolution_Age1 | 7.84% | 40.00% | 40.00% | 29.28% | 15.16%
NeutralProcessing_Age3 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 10.94% | 6.67% | 16.67% | 11.42% | 4.10%
NeutralProcessing_Age3 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 67.71% | 66.67% | 50.00% | 61.46% | 8.11%
NeutralProcessing_Age3 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 | 4.69% | 6.67% | 16.67% | 9.34% | 5.24%
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 | 1.60% | 1.89% | 1.20% | 1.56% | 0.28%
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 90.85% | 89.62% | 96.39% | 92.29% | 2.94%
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ReassertionProcessing_Age1 | 1.52% | 3.77% | 1.20% | 2.17% | 1.14%
NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 11.81% | 7.14% | 5.56% | 8.17% | 2.65%
NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 70.83% | 64.29% | 83.33% | 72.82% | 7.90%
NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | 11.11% | 28.57% | 11.11% | 16.93% | 8.23%
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> CompressionProcessing_Age1 | 4.78% | 3.16% | 1.25% | 3.06% | 1.44%
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 | 6.21% | 10.53% | 6.25% | 7.66% | 2.03%
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 81.21% | 78.95% | 87.50% | 82.55% | 3.62%
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 | 4.70% | 6.32% | 5.00% | 5.34% | 0.70%
NeutralProcessing_Age4 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 80.00% | 75.00% | 100.00% | 85.00% | 10.80%
NeutralProcessing_Age5 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 33.33% | 33.33% | 100.00% | 55.56% | 31.43%
NeutralProcessing_Age5 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 24.32% | 20.00% | 20.00% | 21.44% | 2.04%
NeutralProcessing_Age5 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 13.51% | 10.00% | 20.00% | 14.50% | 4.14%
NeutralProcessing_Age5 -> MixedStructure_Age1 -> MixedStructure_Age2 | 9.46% | 20.00% | 40.00% | 23.15% | 12.67%
NeutralProcessing_Age5 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 35.14% | 50.00% | 20.00% | 35.05% | 12.25%
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 4.65% | 1.33% | 1.43% | 2.47% | 1.54%
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 | 1.65% | 1.33% | 4.29% | 2.42% | 1.32%
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 | 7.95% | 8.00% | 8.57% | 8.18% | 0.28%
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 76.76% | 74.67% | 71.43% | 74.28% | 2.19%
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 | 7.85% | 14.67% | 11.43% | 11.32% | 2.78%
NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 44.64% | 50.00% | 100.00% | 64.88% | 24.93%
NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 50.00% | 57.14% | 80.00% | 62.38% | 12.80%
NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 36.57% | 42.86% | 20.00% | 33.14% | 9.64%
NeutralProcessing_Age6-10 -> ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 | 37.50% | 100.00% | 50.00% | 62.50% | 27.00%
NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 | 46.34% | 50.00% | 16.67% | 37.67% | 14.93%
NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 19.51% | 50.00% | 33.33% | 34.28% | 12.46%
NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 4.32% | 5.00% | 5.88% | 5.07% | 0.64%
NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 19.78% | 30.00% | 35.29% | 28.36% | 6.44%
NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 16.19% | 20.00% | 17.65% | 17.94% | 1.57%
NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> MixedStructure_Age2 | 7.91% | 5.00% | 5.88% | 6.27% | 1.22%
NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 33.45% | 10.00% | 17.65% | 20.37% | 9.77%
NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 14.39% | 25.00% | 11.76% | 17.05% | 5.72%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> ExhaustionPersistence_Age1 | 0.90% | 9.09% | 8.33% | 6.11% | 3.69%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> MixedStructure_Age1 | 6.79% | 9.09% | 16.67% | 10.85% | 4.22%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 81.00% | 72.73% | 75.00% | 76.24% | 3.49%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 4.65% | 4.51% | 3.31% | 4.15% | 0.60%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> ConstructiveEmergence_Age1 | 0.37% | 0.75% | 0.83% | 0.65% | 0.20%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 | 1.30% | 2.26% | 2.48% | 2.01% | 0.51%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 | 10.49% | 10.53% | 9.09% | 10.04% | 0.67%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 | 11.53% | 8.27% | 9.92% | 9.91% | 1.33%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 61.22% | 57.89% | 59.50% | 59.54% | 1.36%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 | 9.76% | 15.04% | 14.05% | 12.95% | 2.29%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> RecoveryResolution_Age1 | 0.68% | 0.75% | 0.83% | 0.75% | 0.06%
NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 31.56% | 45.16% | 40.00% | 38.91% | 5.61%
NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 45.63% | 35.48% | 24.00% | 35.04% | 8.83%
NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 | 17.11% | 19.35% | 28.00% | 21.49% | 4.69%
NeutralProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 47.83% | 100.00% | 50.00% | 65.94% | 24.10%
ReassertionProcessing_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 72.92% | 66.67% | 100.00% | 79.86% | 14.47%
ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> NeutralProcessing_Age1 | 39.06% | 45.45% | 33.33% | 39.28% | 4.95%
ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> ReassertionProcessing_Age1 | 17.97% | 27.27% | 50.00% | 31.75% | 13.45%
ReassertionProcessing_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 6.07% | 4.55% | 4.26% | 4.96% | 0.80%
ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 5.71% | 7.58% | 8.51% | 7.27% | 1.16%

Aggregate Outcome Table
Motif | Count_6E | MeanDR_6E | Count_CL | MeanDR_CL | Count_NQ | MeanDR_NQ | ValidInstrumentCount
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 748 | -0.0000 | 40 | 0.0708 | 30 | -2.1167 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ConstructiveEmergence_Age1 | 1 | 0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> DecayToNeutral_Age1 | 41 | -0.0001 | 2 | 0.1450 | 1 | -8.2500 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> DestructiveRotation_Age1 | 13 | 0.0001 | 1 | 1.8600 | 0 | N/A | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ExhaustionPersistence_Age1 | 112 | 0.0002 | 10 | 0.5800 | 2 | -13.2500 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> MixedStructure_Age1 | 19 | -0.0004 | 1 | 0.9700 | 1 | 24.2500 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 | 483 | -0.0001 | 31 | -0.2529 | 15 | -15.7000 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> ReassertionProcessing_Age1 | 1 | -0.0001 | 0 | N/A | 1 | -60.0000 | 2
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> RecoveryResolution_Age1 | 75 | -0.0001 | 4 | -0.6700 | 1 | 8.5000 | 3
CompressionProcessing_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 2 | -0.0007 | 0 | N/A | 1 | -66.5000 | 2
CompressionProcessing_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 1 | -0.0008 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 7 | -0.0001 | 0 | N/A | 1 | 90.7500 | 2
CompressionProcessing_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 2 | 0.0009 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 | 4 | 0.0004 | 0 | N/A | 0 | N/A | 1
