APVA State Transition Model Study v0.1 - Aggregate
========================================================================================================
Instruments: 6E, CL, NQ

Aggregate Transition Matrix Table
State | AgeBucket | NextState | Count_6E | Prob_6E | Count_CL | Prob_CL | Count_NQ | Prob_NQ | ValidInstrumentCount | MeanProbability
RecoveryResolution + 3 | RecoveryResolution + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 20.76% | RecoveryResolution + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 15.38% | RecoveryResolution + 3 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 24.90% | 2 | 18.07%
RecoveryResolution + 4 | RecoveryResolution + 4 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 18.82% | RecoveryResolution + 4 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 24.43% | N/A | N/A | 0 | 0.00%
RecoveryResolution + 5 | RecoveryResolution + 5 -> RecoveryResolution -> CompressionProcessing -> CompressionProcessing | 21.38% | N/A | N/A | N/A | N/A | 0 | 0.00%
RecoveryResolution + 6-10 | RecoveryResolution + 6-10 -> CompressionProcessing -> CompressionProcessing -> CompressionProcessing | 18.07% | N/A | N/A | N/A | N/A | 0 | 0.00%

Aggregate Outcome Table
State | AgeBucket | Count_6E | Skew_6E | MeanDR_6E | Count_CL | Skew_CL | MeanDR_CL | Count_NQ | Skew_NQ | MeanDR_NQ | ValidInstrumentCount | MeanSkew | MeanDR
CompressionProcessing | 1 | 2631 | -1.56% | -0.0000 | 174 | -8.62% | -0.0170 | 87 | 1.15% | 2.2040 | 3 | -3.01% | 0.7290
CompressionProcessing | 11-20 | 5 | -20.00% | -0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
CompressionProcessing | 2 | 1493 | -6.23% | -0.0000 | 89 | -14.61% | 0.0138 | 51 | -9.80% | -7.0784 | 3 | -10.21% | -2.3549
CompressionProcessing | 3 | 763 | -4.59% | -0.0000 | 41 | 26.83% | 0.4024 | 30 | 10.00% | -11.9833 | 3 | 10.75% | -3.8603
CompressionProcessing | 4 | 489 | -2.45% | 0.0000 | 22 | -31.82% | -0.0500 | 18 | 0.00% | 9.3056 | 2 | -17.14% | -0.0250
CompressionProcessing | 5 | 260 | -1.15% | 0.0000 | 12 | -50.00% | -0.2667 | 8 | -50.00% | 6.4062 | 1 | -1.15% | 0.0000
CompressionProcessing | 6-10 | 229 | -9.61% | -0.0000 | 6 | -66.67% | -0.3833 | 9 | -33.33% | -9.8333 | 1 | -9.61% | -0.0000
ConstructiveEmergence | 1 | 82 | 4.88% | -0.0000 | 12 | 16.67% | 0.0033 | 14 | 28.57% | 0.3036 | 1 | 4.88% | -0.0000
DecayToNeutral | 1 | 1265 | 1.03% | -0.0000 | 101 | 6.93% | -0.2027 | 84 | -13.10% | -13.4464 | 3 | -1.71% | -4.5497
DestructiveRotation | 1 | 789 | -2.92% | -0.0000 | 70 | 5.71% | -0.2867 | 63 | -3.17% | -6.5833 | 3 | -0.13% | -2.2900
DestructiveRotation | 2 | 99 | -5.05% | -0.0000 | 12 | 16.67% | 1.0292 | 11 | -27.27% | -19.8409 | 1 | -5.05% | -0.0000
DestructiveRotation | 3 | 10 | -10.00% | 0.0000 | 1 | 100.00% | 3.4500 | 5 | -20.00% | -29.8000 | 0 | 0.00% | 0.0000
DestructiveRotation | 4 | 1 | -100.00% | -0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
ExhaustionPersistence | 1 | 1106 | 1.08% | -0.0000 | 97 | -19.59% | -0.4397 | 51 | -7.84% | -2.5490 | 3 | -8.78% | -0.9962
ExhaustionPersistence | 2 | 299 | -10.03% | -0.0001 | 31 | -16.13% | -0.1013 | 19 | -47.37% | -25.0658 | 2 | -13.08% | -0.0507
ExhaustionPersistence | 3 | 215 | -7.44% | -0.0000 | 21 | 4.76% | 0.0957 | 14 | -28.57% | -39.6250 | 2 | -1.34% | 0.0478
ExhaustionPersistence | 4 | 138 | -14.49% | -0.0001 | 16 | 12.50% | -0.0475 | 11 | -45.45% | -17.0909 | 1 | -14.49% | -0.0001
ExhaustionPersistence | 5 | 55 | 3.64% | 0.0000 | 8 | 25.00% | -0.0525 | 6 | 33.33% | -25.7500 | 1 | 3.64% | 0.0000
ExhaustionPersistence | 6-10 | 28 | -28.57% | -0.0002 | 3 | -33.33% | -0.3133 | 6 | 0.00% | -46.9167 | 1 | -28.57% | -0.0002
MixedStructure | 1 | 3153 | -2.03% | -0.0000 | 278 | -5.04% | -0.0392 | 183 | -12.57% | -11.4809 | 3 | -6.54% | -3.8400
MixedStructure | 2 | 341 | -3.52% | -0.0000 | 27 | 3.70% | 0.1215 | 27 | -14.81% | 1.2778 | 3 | -4.88% | 0.4664
MixedStructure | 3 | 42 | 0.00% | -0.0000 | 5 | 100.00% | 0.4900 | 4 | 0.00% | 19.1250 | 1 | 0.00% | -0.0000
MixedStructure | 4 | 8 | 50.00% | 0.0002 | 2 | 0.00% | 0.3550 | 2 | 0.00% | -35.1250 | 0 | 0.00% | 0.0000
MixedStructure | 5 | 1 | 100.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
NeutralProcessing | 1 | 4710 | -2.95% | -0.0000 | 430 | 3.02% | 0.0650 | 297 | 6.73% | 0.0135 | 3 | 2.27% | 0.0261
NeutralProcessing | 11-20 | 718 | 0.97% | -0.0000 | 27 | 7.41% | 0.0289 | 37 | 2.70% | -4.4122 | 3 | 3.70% | -1.4611
NeutralProcessing | 2 | 2657 | -1.20% | -0.0000 | 245 | -7.76% | -0.0778 | 173 | 8.67% | -1.3656 | 3 | -0.10% | -0.4811
NeutralProcessing | 21+ | 68 | -2.94% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | -2.94% | -0.0000
NeutralProcessing | 3 | 1422 | 3.94% | 0.0000 | 134 | 9.70% | 0.2383 | 111 | 6.31% | 12.1869 | 3 | 6.65% | 4.1417
NeutralProcessing | 4 | 1101 | -3.27% | -0.0000 | 104 | 32.69% | 0.1437 | 82 | -2.44% | -6.0488 | 3 | 8.99% | -1.9683
NeutralProcessing | 5 | 1037 | -3.76% | -0.0000 | 95 | -21.05% | -0.1906 | 79 | 6.33% | -1.7722 | 3 | -6.16% | -0.6543
NeutralProcessing | 6-10 | 2443 | -3.27% | -0.0000 | 202 | -3.96% | -0.1011 | 188 | -3.19% | -0.7660 | 3 | -3.48% | -0.2890
ReassertionProcessing | 1 | 1732 | -1.39% | 0.0000 | 174 | -0.57% | 0.0202 | 147 | -6.80% | -2.8554 | 3 | -2.92% | -0.9451
ReassertionProcessing | 2 | 235 | -6.38% | -0.0001 | 32 | -6.25% | -0.0816 | 31 | -22.58% | -14.4435 | 3 | -11.74% | -4.8417
ReassertionProcessing | 3 | 15 | 13.33% | -0.0000 | 1 | 100.00% | 0.5500 | 1 | -100.00% | -21.7500 | 0 | 0.00% | 0.0000
RecoveryResolution | 1 | 900 | -4.89% | -0.0000 | 90 | 6.67% | 0.3534 | 45 | 24.44% | 17.3667 | 3 | 8.74% | 5.9067
RecoveryResolution | 2 | 303 | -11.22% | -0.0000 | 37 | -8.11% | -0.1741 | 13 | 23.08% | -3.9615 | 2 | -9.66% | -0.0870
RecoveryResolution | 3 | 235 | -2.98% | 0.0000 | 27 | 3.70% | 0.3607 | 9 | 33.33% | 5.0000 | 2 | 0.36% | 0.1804
RecoveryResolution | 4 | 14 | 42.86% | 0.0002 | 1 | -100.00% | -0.2200 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
RecoveryResolution | 5 | 6 | 33.33% | -0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
RecoveryResolution | 6-10 | 4 | 0.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000

Aggregate State Machine Recommendation
RecommendedEngine: StateAge
Reason: MeanPercentEntropyReduction=6.54%; StatesWithTransitionConfidenceSpreadAbove0.20=4; ValidInstrumentCount=3.
EntropyReduction: 6.54%
TransitionConfidence: 34.33%
AgeEffectStrength: 4 states above 0.20 transition-confidence spread
CrossInstrumentReplication: 3 instruments

Aggregate Rankings

1. Most predictable state-age buckets
NeutralProcessing + 4 | MeanEntropy=0.3704 | ValidInstrumentCount=3
RecoveryResolution + 2 | MeanEntropy=0.5872 | ValidInstrumentCount=2
ExhaustionPersistence + 2 | MeanEntropy=0.6570 | ValidInstrumentCount=2
NeutralProcessing + 5 | MeanEntropy=0.6721 | ValidInstrumentCount=3
ExhaustionPersistence + 3 | MeanEntropy=0.7249 | ValidInstrumentCount=2
NeutralProcessing + 21+ | MeanEntropy=0.7959 | ValidInstrumentCount=1
NeutralProcessing + 3 | MeanEntropy=0.8182 | ValidInstrumentCount=3
RecoveryResolution + 1 | MeanEntropy=0.9553 | ValidInstrumentCount=3
ReassertionProcessing + 2 | MeanEntropy=0.9608 | ValidInstrumentCount=3
RecoveryResolution + 3 | MeanEntropy=0.9786 | ValidInstrumentCount=2
NeutralProcessing + 6-10 | MeanEntropy=0.9862 | ValidInstrumentCount=3
NeutralProcessing + 11-20 | MeanEntropy=1.0208 | ValidInstrumentCount=3
DecayToNeutral + 1 | MeanEntropy=1.0243 | ValidInstrumentCount=3
CompressionProcessing + 1 | MeanEntropy=1.1330 | ValidInstrumentCount=3
NeutralProcessing + 2 | MeanEntropy=1.1707 | ValidInstrumentCount=3
ConstructiveEmergence + 1 | MeanEntropy=1.1780 | ValidInstrumentCount=1
CompressionProcessing + 3 | MeanEntropy=1.1872 | ValidInstrumentCount=3
CompressionProcessing + 2 | MeanEntropy=1.2100 | ValidInstrumentCount=3
NeutralProcessing + 1 | MeanEntropy=1.2564 | ValidInstrumentCount=3
CompressionProcessing + 4 | MeanEntropy=1.2755 | ValidInstrumentCount=2

2. Least predictable state-age buckets
DestructiveRotation + 1 | MeanEntropy=1.7468 | ValidInstrumentCount=3
MixedStructure + 1 | MeanEntropy=1.7466 | ValidInstrumentCount=3
DestructiveRotation + 2 | MeanEntropy=1.6826 | ValidInstrumentCount=1
ExhaustionPersistence + 5 | MeanEntropy=1.6524 | ValidInstrumentCount=1
MixedStructure + 2 | MeanEntropy=1.6424 | ValidInstrumentCount=3
ExhaustionPersistence + 1 | MeanEntropy=1.6131 | ValidInstrumentCount=3
CompressionProcessing + 5 | MeanEntropy=1.5435 | ValidInstrumentCount=1
ExhaustionPersistence + 4 | MeanEntropy=1.5370 | ValidInstrumentCount=1
MixedStructure + 3 | MeanEntropy=1.5287 | ValidInstrumentCount=1
CompressionProcessing + 6-10 | MeanEntropy=1.4301 | ValidInstrumentCount=1
ExhaustionPersistence + 6-10 | MeanEntropy=1.3934 | ValidInstrumentCount=1
ReassertionProcessing + 1 | MeanEntropy=1.3574 | ValidInstrumentCount=3
CompressionProcessing + 4 | MeanEntropy=1.2755 | ValidInstrumentCount=2
NeutralProcessing + 1 | MeanEntropy=1.2564 | ValidInstrumentCount=3
CompressionProcessing + 2 | MeanEntropy=1.2100 | ValidInstrumentCount=3
CompressionProcessing + 3 | MeanEntropy=1.1872 | ValidInstrumentCount=3
ConstructiveEmergence + 1 | MeanEntropy=1.1780 | ValidInstrumentCount=1
NeutralProcessing + 2 | MeanEntropy=1.1707 | ValidInstrumentCount=3
CompressionProcessing + 1 | MeanEntropy=1.1330 | ValidInstrumentCount=3
DecayToNeutral + 1 | MeanEntropy=1.0243 | ValidInstrumentCount=3

3. Highest confidence transitions
NeutralProcessing + 4 | MeanConfidence=89.81% | ValidInstrumentCount=3
NeutralProcessing + 5 | MeanConfidence=74.89% | ValidInstrumentCount=3
NeutralProcessing + 21+ | MeanConfidence=69.51% | ValidInstrumentCount=1
NeutralProcessing + 3 | MeanConfidence=62.30% | ValidInstrumentCount=3
NeutralProcessing + 6-10 | MeanConfidence=58.62% | ValidInstrumentCount=3
NeutralProcessing + 11-20 | MeanConfidence=58.37% | ValidInstrumentCount=3
RecoveryResolution + 3 | MeanConfidence=50.51% | ValidInstrumentCount=2
ExhaustionPersistence + 2 | MeanConfidence=46.82% | ValidInstrumentCount=2
RecoveryResolution + 2 | MeanConfidence=45.09% | ValidInstrumentCount=2
NeutralProcessing + 1 | MeanConfidence=42.47% | ValidInstrumentCount=3
ExhaustionPersistence + 3 | MeanConfidence=41.58% | ValidInstrumentCount=2
NeutralProcessing + 2 | MeanConfidence=39.61% | ValidInstrumentCount=3
CompressionProcessing + 3 | MeanConfidence=38.13% | ValidInstrumentCount=3
DecayToNeutral + 1 | MeanConfidence=34.63% | ValidInstrumentCount=3
DestructiveRotation + 2 | MeanConfidence=30.00% | ValidInstrumentCount=1
CompressionProcessing + 4 | MeanConfidence=29.17% | ValidInstrumentCount=2
CompressionProcessing + 1 | MeanConfidence=24.89% | ValidInstrumentCount=3
CompressionProcessing + 6-10 | MeanConfidence=24.29% | ValidInstrumentCount=1
MixedStructure + 3 | MeanConfidence=21.43% | ValidInstrumentCount=1
RecoveryResolution + 1 | MeanConfidence=20.54% | ValidInstrumentCount=3

4. Lowest confidence transitions
DestructiveRotation + 1 | MeanConfidence=3.71% | ValidInstrumentCount=3
MixedStructure + 2 | MeanConfidence=4.13% | ValidInstrumentCount=3
ExhaustionPersistence + 6-10 | MeanConfidence=6.90% | ValidInstrumentCount=1
ExhaustionPersistence + 5 | MeanConfidence=6.90% | ValidInstrumentCount=1
ReassertionProcessing + 1 | MeanConfidence=7.21% | ValidInstrumentCount=3
ExhaustionPersistence + 1 | MeanConfidence=7.92% | ValidInstrumentCount=3
ConstructiveEmergence + 1 | MeanConfidence=14.46% | ValidInstrumentCount=1
ReassertionProcessing + 2 | MeanConfidence=17.85% | ValidInstrumentCount=3
CompressionProcessing + 5 | MeanConfidence=18.09% | ValidInstrumentCount=1
ExhaustionPersistence + 4 | MeanConfidence=18.18% | ValidInstrumentCount=1
CompressionProcessing + 2 | MeanConfidence=18.55% | ValidInstrumentCount=3
MixedStructure + 1 | MeanConfidence=19.64% | ValidInstrumentCount=3
RecoveryResolution + 1 | MeanConfidence=20.54% | ValidInstrumentCount=3
MixedStructure + 3 | MeanConfidence=21.43% | ValidInstrumentCount=1
CompressionProcessing + 6-10 | MeanConfidence=24.29% | ValidInstrumentCount=1
CompressionProcessing + 1 | MeanConfidence=24.89% | ValidInstrumentCount=3
CompressionProcessing + 4 | MeanConfidence=29.17% | ValidInstrumentCount=2
DestructiveRotation + 2 | MeanConfidence=30.00% | ValidInstrumentCount=1
DecayToNeutral + 1 | MeanConfidence=34.63% | ValidInstrumentCount=3
CompressionProcessing + 3 | MeanConfidence=38.13% | ValidInstrumentCount=3

5. Highest momentum states
NeutralProcessing + 4 | MeanPersistence=92.29%
NeutralProcessing + 5 | MeanPersistence=82.55%
NeutralProcessing + 21+ | MeanPersistence=78.05%
NeutralProcessing + 3 | MeanPersistence=74.87%
RecoveryResolution + 2 | MeanPersistence=72.55%
ExhaustionPersistence + 2 | MeanPersistence=72.36%
NeutralProcessing + 6-10 | MeanPersistence=71.16%
NeutralProcessing + 11-20 | MeanPersistence=69.37%
ExhaustionPersistence + 3 | MeanPersistence=68.65%
CompressionProcessing + 3 | MeanPersistence=58.84%
NeutralProcessing + 2 | MeanPersistence=58.02%
NeutralProcessing + 1 | MeanPersistence=57.43%
CompressionProcessing + 1 | MeanPersistence=55.31%
CompressionProcessing + 4 | MeanPersistence=53.98%
CompressionProcessing + 2 | MeanPersistence=51.34%
CompressionProcessing + 6-10 | MeanPersistence=49.80%
CompressionProcessing + 5 | MeanPersistence=45.04%
ExhaustionPersistence + 4 | MeanPersistence=40.56%
ExhaustionPersistence + 6-10 | MeanPersistence=37.93%
RecoveryResolution + 1 | MeanPersistence=33.37%

6. Highest transition-pressure states
ConstructiveEmergence + 1 | MeanPressure=100.00%
DecayToNeutral + 1 | MeanPressure=100.00%
ReassertionProcessing + 2 | MeanPressure=95.77%
RecoveryResolution + 3 | MeanPressure=94.96%
DestructiveRotation + 2 | MeanPressure=89.00%
MixedStructure + 1 | MeanPressure=88.11%
MixedStructure + 2 | MeanPressure=85.17%
DestructiveRotation + 1 | MeanPressure=84.56%
ReassertionProcessing + 1 | MeanPressure=82.35%
MixedStructure + 3 | MeanPressure=80.95%
ExhaustionPersistence + 5 | MeanPressure=68.97%
ExhaustionPersistence + 1 | MeanPressure=67.85%
RecoveryResolution + 1 | MeanPressure=66.63%
ExhaustionPersistence + 6-10 | MeanPressure=62.07%
ExhaustionPersistence + 4 | MeanPressure=59.44%
CompressionProcessing + 5 | MeanPressure=54.96%
CompressionProcessing + 6-10 | MeanPressure=50.20%
CompressionProcessing + 2 | MeanPressure=48.66%
CompressionProcessing + 4 | MeanPressure=46.02%
CompressionProcessing + 1 | MeanPressure=44.69%

7. Strongest age-dependent states
NeutralProcessing | MeanTransitionConfidenceSpread=51.61%
ExhaustionPersistence | MeanTransitionConfidenceSpread=33.08%
RecoveryResolution | MeanTransitionConfidenceSpread=22.56%
CompressionProcessing | MeanTransitionConfidenceSpread=20.87%
MixedStructure | MeanTransitionConfidenceSpread=16.96%
ReassertionProcessing | MeanTransitionConfidenceSpread=15.32%
DestructiveRotation | MeanTransitionConfidenceSpread=9.16%
DecayToNeutral | MeanTransitionConfidenceSpread=0.00%
ConstructiveEmergence | MeanTransitionConfidenceSpread=0.00%

8. Weakest age-dependent states
DecayToNeutral | MeanTransitionConfidenceSpread=0.00%
ConstructiveEmergence | MeanTransitionConfidenceSpread=0.00%
DestructiveRotation | MeanTransitionConfidenceSpread=9.16%
ReassertionProcessing | MeanTransitionConfidenceSpread=15.32%
MixedStructure | MeanTransitionConfidenceSpread=16.96%
CompressionProcessing | MeanTransitionConfidenceSpread=20.87%
RecoveryResolution | MeanTransitionConfidenceSpread=22.56%
ExhaustionPersistence | MeanTransitionConfidenceSpread=33.08%
NeutralProcessing | MeanTransitionConfidenceSpread=51.61%

9. Most probable process chains
NeutralProcessing + 4 | MeanChainProbability=41.70% | ValidInstrumentCount=3
NeutralProcessing + 5 | MeanChainProbability=37.33% | ValidInstrumentCount=3
NeutralProcessing + 21+ | MeanChainProbability=34.64% | ValidInstrumentCount=1
NeutralProcessing + 3 | MeanChainProbability=33.76% | ValidInstrumentCount=3
NeutralProcessing + 6-10 | MeanChainProbability=32.10% | ValidInstrumentCount=3
NeutralProcessing + 11-20 | MeanChainProbability=31.31% | ValidInstrumentCount=3
DecayToNeutral + 1 | MeanChainProbability=27.44% | ValidInstrumentCount=3
NeutralProcessing + 2 | MeanChainProbability=26.27% | ValidInstrumentCount=3
NeutralProcessing + 1 | MeanChainProbability=25.93% | ValidInstrumentCount=3
RecoveryResolution + 3 | MeanChainProbability=18.07% | ValidInstrumentCount=2
MixedStructure + 1 | MeanChainProbability=17.10% | ValidInstrumentCount=3
CompressionProcessing + 3 | MeanChainProbability=17.08% | ValidInstrumentCount=3
DestructiveRotation + 2 | MeanChainProbability=16.36% | ValidInstrumentCount=1
CompressionProcessing + 1 | MeanChainProbability=16.04% | ValidInstrumentCount=3
ReassertionProcessing + 1 | MeanChainProbability=15.75% | ValidInstrumentCount=3
RecoveryResolution + 1 | MeanChainProbability=15.67% | ValidInstrumentCount=3
RecoveryResolution + 2 | MeanChainProbability=15.54% | ValidInstrumentCount=2
CompressionProcessing + 6-10 | MeanChainProbability=15.00% | ValidInstrumentCount=1
CompressionProcessing + 2 | MeanChainProbability=14.99% | ValidInstrumentCount=3
MixedStructure + 3 | MeanChainProbability=14.72% | ValidInstrumentCount=1

10. Recommended APVA state machine
StateAge: MeanPercentEntropyReduction=6.54%; StatesWithTransitionConfidenceSpreadAbove0.20=4; ValidInstrumentCount=3.

Low-DoF Audit
Variables used:
StructuralState
AgeBucket

No Context
No Arbitration
No Persistence
No Phase
No Optimization
No Fitting
No Machine Learning
No Forward Returns used in transition modeling

Mechanical Research Notes
- APVA is represented as a complete StateAgeKey -> NextState transition system.
- State + Age is compared mechanically with State-only transition entropy.
- Young / Middle / Late zones summarize the same fixed age buckets.
- Outcome diagnostics remain separate from transition modeling and recommendation.
